"REF_DATE","GEO","DGUID","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03-14","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-17","","","","0"
"2020-03-21","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-9","","","","0"
"2020-03-28","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-20","","","","0"
"2020-04-04","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-16","","","","0"
"2020-04-11","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","5","","","","0"
"2020-04-18","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","2","","","","0"
"2020-04-25","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-5","","","","0"
"2020-05-02","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-10","","","","0"
"2020-05-09","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-6","","","","0"
"2020-05-16","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","12","","","","0"
"2020-05-23","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","20","","","","0"
"2020-05-30","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-5","","","","0"
"2020-06-06","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-2","","","","0"
"2020-06-13","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","7","","","","0"
"2020-06-20","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","0","","","","0"
"2020-06-27","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","2","","","","0"
"2020-07-04","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","19","","","","0"
"2020-07-11","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-6","","","","0"
"2020-07-18","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","20","","","","0"
"2020-07-25","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","32","","","","0"
"2020-08-01","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","2","","","","0"
"2020-08-08","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-9","","","","0"
"2020-08-15","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-13","","","","0"
"2020-08-22","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","4","","","","0"
"2020-08-29","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-1","","","","0"
"2020-09-05","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","13","","","","0"
"2020-09-12","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","4","","","","0"
"2020-09-19","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","6","","","","0"
"2020-09-26","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","7","","","","0"
"2020-10-03","Newfoundland and Labrador, place of occurrence","2016A000210","Excess mortality estimate","Number","223","units","0","v1210497895","2.7","-11","","","","0"
"2020-01-04","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","27","","","","0"
"2020-01-11","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","23","","","","0"
"2020-01-18","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","33","","","","0"
"2020-01-25","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","25","","","","0"
"2020-02-01","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","34","","","","0"
"2020-02-08","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","21","","","","0"
"2020-02-15","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","26","","","","0"
"2020-02-22","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","25","","","","0"
"2020-02-29","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","28","","","","0"
"2020-03-07","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","26","","","","0"
"2020-03-14","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","23","","","","0"
"2020-03-21","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","30","","","","0"
"2020-03-28","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","28","","","","0"
"2020-04-04","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","30","","","","0"
"2020-04-11","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","16","","","","0"
"2020-04-18","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","27","","","","0"
"2020-04-25","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","25","","","","0"
"2020-05-02","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","23","","","","0"
"2020-05-09","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","30","","","","0"
"2020-05-16","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","28","","","","0"
"2020-05-23","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","33","","","","0"
"2020-05-30","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","24","","","","0"
"2020-06-06","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","29","","","","0"
"2020-06-13","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","24","","","","0"
"2020-06-20","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","25","","","","0"
"2020-06-27","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","24","","","","0"
"2020-07-04","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","26","","","","0"
"2020-07-11","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","19","","","","0"
"2020-07-18","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","18","","","","0"
"2020-07-25","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","30","","","","0"
"2020-08-01","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","26","","","","0"
"2020-08-08","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","17","","","","0"
"2020-08-15","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","25","","","","0"
"2020-08-22","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","27","","","","0"
"2020-08-29","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","23","","","","0"
"2020-09-05","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","27","","","","0"
"2020-09-12","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","26","","","","0"
"2020-09-19","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","18","","","","0"
"2020-09-26","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","23","","","","0"
"2020-10-03","Prince Edward Island, place of occurrence","2016A000211","Adjusted number of deaths","Number","223","units","0","v1210497898","3.1","19","","","","0"
"2020-01-04","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","27","","","","0"
"2020-01-11","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-01-18","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","33","","","","0"
"2020-01-25","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","25","","","","0"
"2020-02-01","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","34","","","","0"
"2020-02-08","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","20","","","","0"
"2020-02-15","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","25","","","","0"
"2020-02-22","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","24","","","","0"
"2020-02-29","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","27","","","","0"
"2020-03-07","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","25","","","","0"
"2020-03-14","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","22","","","","0"
"2020-03-21","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","29","","","","0"
"2020-03-28","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","28","","","","0"
"2020-04-04","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","30","","","","0"
"2020-04-11","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","16","","","","0"
"2020-04-18","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","27","","","","0"
"2020-04-25","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","25","","","","0"
"2020-05-02","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-05-09","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","30","","","","0"
"2020-05-16","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","26","","","","0"
"2020-05-23","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","32","","","","0"
"2020-05-30","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-06-06","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","28","","","","0"
"2020-06-13","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-06-20","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","24","","","","0"
"2020-06-27","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-07-04","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","24","","","","0"
"2020-07-11","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","18","","","","0"
"2020-07-18","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","16","","","","0"
"2020-07-25","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","27","","","","0"
"2020-08-01","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","23","","","","0"
"2020-08-08","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","15","","","","0"
"2020-08-15","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","22","","","","0"
"2020-08-22","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","24","","","","0"
"2020-08-29","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","20","","","","0"
"2020-09-05","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","25","","","","0"
"2020-09-12","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","22","","","","0"
"2020-09-19","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","15","","","","0"
"2020-09-26","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","19","","","","0"
"2020-10-03","Prince Edward Island, place of occurrence","2016A000211","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497899","3.2","15","","","","0"
"2020-01-04","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","27","","","","0"
"2020-01-11","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","23","","","","0"
"2020-01-18","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","33","","","","0"
"2020-01-25","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-02-01","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","34","","","","0"
"2020-02-08","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","21","","","","0"
"2020-02-15","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","26","","","","0"
"2020-02-22","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-02-29","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","28","","","","0"
"2020-03-07","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","26","","","","0"
"2020-03-14","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","23","","","","0"
"2020-03-21","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","31","","","","0"
"2020-03-28","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","28","","","","0"
"2020-04-04","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","30","","","","0"
"2020-04-11","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","16","","","","0"
"2020-04-18","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","27","","","","0"
"2020-04-25","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-05-02","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","23","","","","0"
"2020-05-09","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","30","","","","0"
"2020-05-16","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","29","","","","0"
"2020-05-23","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","34","","","","0"
"2020-05-30","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","24","","","","0"
"2020-06-06","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","30","","","","0"
"2020-06-13","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-06-20","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","26","","","","0"
"2020-06-27","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-07-04","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","27","","","","0"
"2020-07-11","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","20","","","","0"
"2020-07-18","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","19","","","","0"
"2020-07-25","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","30","","","","0"
"2020-08-01","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","26","","","","0"
"2020-08-08","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","18","","","","0"
"2020-08-15","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","25","","","","0"
"2020-08-22","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","27","","","","0"
"2020-08-29","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","23","","","","0"
"2020-09-05","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","29","","","","0"
"2020-09-12","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","28","","","","0"
"2020-09-19","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","19","","","","0"
"2020-09-26","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","24","","","","0"
"2020-10-03","Prince Edward Island, place of occurrence","2016A000211","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497900","3.3","20","","","","0"
"2020-01-04","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","30","","","","0"
"2020-01-11","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","30","","","","0"
"2020-01-18","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","31","","","","0"
"2020-01-25","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","31","","","","0"
"2020-02-01","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","30","","","","0"
"2020-02-08","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","31","","","","0"
"2020-02-15","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","30","","","","0"
"2020-02-22","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-02-29","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-03-07","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-03-14","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-03-21","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-03-28","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","28","","","","0"
"2020-04-04","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-04-11","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","29","","","","0"
"2020-04-18","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","28","","","","0"
"2020-04-25","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","28","","","","0"
"2020-05-02","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-05-09","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-05-16","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-05-23","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-05-30","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-06-06","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-06-13","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-06-20","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-06-27","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-07-04","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-07-11","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-07-18","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","24","","","","0"
"2020-07-25","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-08-01","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","25","","","","0"
"2020-08-08","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","26","","","","0"
"2020-08-15","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","26","","","","0"
"2020-08-22","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","26","","","","0"
"2020-08-29","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","26","","","","0"
"2020-09-05","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-09-12","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-09-19","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-09-26","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","27","","","","0"
"2020-10-03","Prince Edward Island, place of occurrence","2016A000211","Expected number of deaths","Number","223","units","0","v1210497901","3.4","26","","","","0"
"2020-01-04","Prince Edward Island, place of occurrence","2016A000211","Excess mortality estimate","Number","223","units","0","v1210497904","3.7","-3","","","","0"
