"REF_DATE","GEO","DGUID","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-01-04","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6156","","","","0"
"2020-01-11","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6172","","","","0"
"2020-01-18","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6082","","","","0"
"2020-01-25","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6102","","","","0"
"2020-02-01","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5795","","","","0"
"2020-02-08","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5851","","","","0"
"2020-02-15","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5675","","","","0"
"2020-02-22","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5623","","","","0"
"2020-02-29","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5709","","","","0"
"2020-03-07","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5728","","","","0"
"2020-03-14","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5628","","","","0"
"2020-03-21","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5809","","","","0"
"2020-03-28","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5853","","","","0"
"2020-04-04","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6196","","","","0"
"2020-04-11","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6486","","","","0"
"2020-04-18","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6499","","","","0"
"2020-04-25","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6799","","","","0"
"2020-05-02","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6757","","","","0"
"2020-05-09","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","6289","","","","0"
"2020-05-16","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5991","","","","0"
"2020-05-23","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5792","","","","0"
"2020-05-30","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5751","","","","0"
"2020-06-06","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5459","","","","0"
"2020-06-13","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5112","","","","0"
"2020-06-20","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5249","","","","0"
"2020-06-27","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5250","","","","0"
"2020-07-04","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5050","","","","0"
"2020-07-11","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5212","","","","0"
"2020-07-18","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5114","","","","0"
"2020-07-25","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5127","","","","0"
"2020-08-01","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5096","","","","0"
"2020-08-08","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5068","","","","0"
"2020-08-15","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5281","","","","0"
"2020-08-22","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5240","","","","0"
"2020-08-29","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5069","","","","0"
"2020-09-05","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5242","","","","0"
"2020-09-12","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5156","","","","0"
"2020-09-19","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5146","","","","0"
"2020-09-26","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","5115","","","","0"
"2020-10-03","Canada, place of occurrence","2016A00000","Adjusted number of deaths","Number","223","units","0","v1210497880","1.1","","..","","","0"
"2020-01-04","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6156","","","","0"
"2020-01-11","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6172","","","","0"
"2020-01-18","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6082","","","","0"
"2020-01-25","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6101","","","","0"
"2020-02-01","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5791","","","","0"
"2020-02-08","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5845","","","","0"
"2020-02-15","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5669","","","","0"
"2020-02-22","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5617","","","","0"
"2020-02-29","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5701","","","","0"
"2020-03-07","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5719","","","","0"
"2020-03-14","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5618","","","","0"
"2020-03-21","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5799","","","","0"
"2020-03-28","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5853","","","","0"
"2020-04-04","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6196","","","","0"
"2020-04-11","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6478","","","","0"
"2020-04-18","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6489","","","","0"
"2020-04-25","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6784","","","","0"
"2020-05-02","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6741","","","","0"
"2020-05-09","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","6273","","","","0"
"2020-05-16","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5971","","","","0"
"2020-05-23","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5769","","","","0"
"2020-05-30","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5730","","","","0"
"2020-06-06","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5439","","","","0"
"2020-06-13","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5087","","","","0"
"2020-06-20","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5223","","","","0"
"2020-06-27","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5221","","","","0"
"2020-07-04","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5023","","","","0"
"2020-07-11","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5182","","","","0"
"2020-07-18","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5087","","","","0"
"2020-07-25","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5094","","","","0"
"2020-08-01","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5054","","","","0"
"2020-08-08","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5031","","","","0"
"2020-08-15","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5243","","","","0"
"2020-08-22","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5200","","","","0"
"2020-08-29","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5016","","","","0"
"2020-09-05","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5190","","","","0"
"2020-09-12","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5092","","","","0"
"2020-09-19","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5074","","","","0"
"2020-09-26","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","5050","","","","0"
"2020-10-03","Canada, place of occurrence","2016A00000","Lower 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497881","1.2","","..","","","0"
"2020-01-04","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6156","","","","0"
"2020-01-11","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6172","","","","0"
"2020-01-18","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6082","","","","0"
"2020-01-25","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6103","","","","0"
"2020-02-01","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5797","","","","0"
"2020-02-08","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5854","","","","0"
"2020-02-15","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5678","","","","0"
"2020-02-22","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5626","","","","0"
"2020-02-29","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5714","","","","0"
"2020-03-07","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5735","","","","0"
"2020-03-14","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5635","","","","0"
"2020-03-21","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5818","","","","0"
"2020-03-28","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5853","","","","0"
"2020-04-04","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6196","","","","0"
"2020-04-11","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6493","","","","0"
"2020-04-18","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6507","","","","0"
"2020-04-25","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6809","","","","0"
"2020-05-02","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6768","","","","0"
"2020-05-09","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6305","","","","0"
"2020-05-16","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","6009","","","","0"
"2020-05-23","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5808","","","","0"
"2020-05-30","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5769","","","","0"
"2020-06-06","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5479","","","","0"
"2020-06-13","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5132","","","","0"
"2020-06-20","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5270","","","","0"
"2020-06-27","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5280","","","","0"
"2020-07-04","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5085","","","","0"
"2020-07-11","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5245","","","","0"
"2020-07-18","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5147","","","","0"
"2020-07-25","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5164","","","","0"
"2020-08-01","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5136","","","","0"
"2020-08-08","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5115","","","","0"
"2020-08-15","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5319","","","","0"
"2020-08-22","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5280","","","","0"
"2020-08-29","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5111","","","","0"
"2020-09-05","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5308","","","","0"
"2020-09-12","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5218","","","","0"
"2020-09-19","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5215","","","","0"
"2020-09-26","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","5192","","","","0"
"2020-10-03","Canada, place of occurrence","2016A00000","Upper 95% prediction interval of adjusted number of deaths","Number","223","units","0","v1210497882","1.3","","..","","","0"
"2020-01-04","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6037","","","","0"
"2020-01-11","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6104","","","","0"
"2020-01-18","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6177","","","","0"
"2020-01-25","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6191","","","","0"
"2020-02-01","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6146","","","","0"
"2020-02-08","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6073","","","","0"
"2020-02-15","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","6043","","","","0"
"2020-02-22","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5987","","","","0"
"2020-02-29","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5943","","","","0"
"2020-03-07","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5914","","","","0"
"2020-03-14","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5848","","","","0"
"2020-03-21","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5784","","","","0"
"2020-03-28","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5731","","","","0"
"2020-04-04","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5677","","","","0"
"2020-04-11","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5654","","","","0"
"2020-04-18","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5595","","","","0"
"2020-04-25","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5537","","","","0"
"2020-05-02","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5488","","","","0"
"2020-05-09","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5423","","","","0"
"2020-05-16","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5381","","","","0"
"2020-05-23","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5325","","","","0"
"2020-05-30","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5262","","","","0"
"2020-06-06","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5223","","","","0"
"2020-06-13","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5198","","","","0"
"2020-06-20","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5179","","","","0"
"2020-06-27","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5152","","","","0"
"2020-07-04","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5127","","","","0"
"2020-07-11","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5107","","","","0"
"2020-07-18","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5113","","","","0"
"2020-07-25","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5116","","","","0"
"2020-08-01","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5087","","","","0"
"2020-08-08","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5081","","","","0"
"2020-08-15","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5090","","","","0"
"2020-08-22","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5089","","","","0"
"2020-08-29","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5112","","","","0"
"2020-09-05","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5131","","","","0"
"2020-09-12","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5180","","","","0"
"2020-09-19","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5223","","","","0"
"2020-09-26","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5255","","","","0"
"2020-10-03","Canada, place of occurrence","2016A00000","Expected number of deaths","Number","223","units","0","v1210497883","1.4","5338","","","","0"
"2020-01-04","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","119","","","","0"
"2020-01-11","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","68","","","","0"
"2020-01-18","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-95","","","","0"
"2020-01-25","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-89","","","","0"
"2020-02-01","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-351","","","","0"
"2020-02-08","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-222","","","","0"
"2020-02-15","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-368","","","","0"
"2020-02-22","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-364","","","","0"
"2020-02-29","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-234","","","","0"
"2020-03-07","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-186","","","","0"
"2020-03-14","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-220","","","","0"
"2020-03-21","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","25","","","","0"
"2020-03-28","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","122","","","","0"
"2020-04-04","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","519","","","","0"
"2020-04-11","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","832","","","","0"
"2020-04-18","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","904","","","","0"
"2020-04-25","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","1262","","","","0"
"2020-05-02","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","1269","","","","0"
"2020-05-09","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","866","","","","0"
"2020-05-16","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","610","","","","0"
"2020-05-23","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","467","","","","0"
"2020-05-30","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","489","","","","0"
"2020-06-06","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","236","","","","0"
"2020-06-13","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-86","","","","0"
"2020-06-20","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","70","","","","0"
"2020-06-27","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","98","","","","0"
"2020-07-04","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-77","","","","0"
"2020-07-11","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","105","","","","0"
"2020-07-18","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","1","","","","0"
"2020-07-25","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","11","","","","0"
"2020-08-01","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","9","","","","0"
"2020-08-08","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-13","","","","0"
"2020-08-15","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","191","","","","0"
"2020-08-22","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","151","","","","0"
"2020-08-29","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-43","","","","0"
"2020-09-05","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","111","","","","0"
"2020-09-12","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-24","","","","0"
"2020-09-19","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-77","","","","0"
"2020-09-26","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","-140","","","","0"
"2020-10-03","Canada, place of occurrence","2016A00000","Excess mortality estimate","Number","223","units","0","v1210497886","1.7","","..","","","0"
"2020-01-04","Newfoundland and Labrador, place of occurrence","2016A000210","Adjusted number of deaths","Number","223","units","0","v1210497889","2.1","102","","","","0"
"2020-01-11","Newfoundland and Labrador, place of occurrence","2016A000210","Adjusted number of deaths","Number","223","units","0","v1210497889","2.1","119","","","","0"
"2020-01-18","Newfoundland and Labrador, place of occurrence","2016A000210","Adjusted number of deaths","Number","223","units","0","v1210497889","2.1","107","","","","0"
"2020-01-25","Newfoundland and Labrador, place of occurrence","2016A000210","Adjusted number of deaths","Number","223","units","0","v1210497889","2.1","104","","","","0"
"2020-02-01","Newfoundland and Labrador, place of occurrence","2016A000210","Adjusted number of deaths","Number","223","units","0","v1210497889","2.1","124","","","","0"
